id,race,sex,age,juv_fel_count,juv_misd_count,priors_count,charge_id,charge_degree (misd/fel),compas_decile_score,two_year_recid,compas_guess
7865,Black,Male,47,0,0,12,28,1,6,Did recid.,Did recid.
7867,Black,Male,37,0,0,2,66,1,3,No recid.,No recid.
7868,Black,Female,37,0,0,0,190,1,3,No recid.,No recid.
7869,Black,Female,23,0,0,2,28,1,5,Did recid.,Did recid.
7870,Hispanic,Male,55,0,0,0,190,1,1,No recid.,No recid.
7871,Black,Male,19,0,0,1,100,1,4,Did recid.,No recid.
7874,Caucasian,Male,26,0,0,1,28,1,2,Did recid.,No recid.
7875,Black,Male,25,0,0,4,186,1,9,Did recid.,Did recid.
7881,Black,Male,25,0,0,0,283,0,3,No recid.,No recid.
7882,Caucasian,Male,48,0,0,3,311,1,2,No recid.,No recid.
7884,Caucasian,Male,39,0,0,17,268,1,2,Did recid.,No recid.
7889,Caucasian,Male,36,0,0,0,190,1,3,Did recid.,No recid.
7890,Black,Male,26,0,0,6,374,0,8,No recid.,Did recid.
7891,Black,Male,51,0,0,8,122,0,1,Did recid.,No recid.
7894,Black,Male,20,0,0,0,35,1,8,No recid.,Did recid.
7895,Caucasian,Female,43,0,0,0,133,0,1,No recid.,No recid.
7896,Black,Male,22,0,0,0,268,1,7,Did recid.,Did recid.
7897,Caucasian,Female,24,0,0,0,45,0,5,Did recid.,Did recid.
7898,Black,Male,35,0,0,2,400,1,3,No recid.,No recid.
7900,Black,Male,57,0,0,12,28,1,9,Did recid.,Did recid.
7901,Caucasian,Male,25,0,0,6,45,0,7,Did recid.,Did recid.
7902,Caucasian,Male,55,0,0,0,45,0,1,No recid.,No recid.
7903,Black,Female,52,0,0,0,45,0,1,No recid.,No recid.
7904,Black,Female,33,0,0,0,45,0,9,No recid.,Did recid.
7905,Other,Male,30,0,0,0,28,1,1,No recid.,No recid.
7906,Black,Male,32,0,0,3,28,1,5,Did recid.,Did recid.
7908,Black,Male,20,1,2,5,379,1,9,Did recid.,Did recid.
7909,Black,Male,67,0,0,8,90,1,4,No recid.,No recid.
7910,Black,Male,31,0,0,7,144,0,4,No recid.,No recid.
7912,Caucasian,Male,21,0,0,0,186,1,4,Did recid.,No recid.
7913,Black,Male,30,0,0,4,283,0,8,No recid.,Did recid.
7914,Caucasian,Male,55,0,0,0,133,0,1,No recid.,No recid.
7915,Black,Male,25,0,0,0,306,1,2,No recid.,No recid.
7916,Black,Male,25,0,0,0,89,1,7,No recid.,Did recid.
7917,Black,Male,47,0,0,17,6,1,8,No recid.,Did recid.
7919,Black,Male,27,0,0,10,28,1,8,Did recid.,Did recid.
7920,Black,Male,22,0,0,0,289,1,4,No recid.,No recid.
7922,Black,Male,37,0,0,8,28,1,6,No recid.,Did recid.
7923,Caucasian,Male,68,0,0,7,15,1,7,Did recid.,Did recid.
7928,Caucasian,Male,37,0,0,0,280,1,6,No recid.,Did recid.
7929,Black,Female,42,0,0,1,193,1,1,No recid.,No recid.
7930,Caucasian,Male,22,0,0,5,45,0,5,Did recid.,Did recid.
7931,Black,Male,30,0,0,4,45,0,2,No recid.,No recid.
7932,Black,Male,34,0,0,1,409,0,2,No recid.,No recid.
7935,Other,Male,28,0,0,0,423,0,1,No recid.,No recid.
7936,Caucasian,Male,37,0,0,4,283,0,5,Did recid.,Did recid.
7942,Black,Female,41,0,0,8,28,1,8,Did recid.,Did recid.
7943,Hispanic,Male,52,0,0,0,45,0,1,No recid.,No recid.
7944,Caucasian,Male,36,0,0,2,128,0,1,No recid.,No recid.
7945,Caucasian,Male,26,0,0,2,313,1,2,No recid.,No recid.
7946,Caucasian,Male,24,0,0,0,18,1,2,No recid.,No recid.
7948,Black,Male,27,0,0,0,89,1,6,No recid.,Did recid.
7949,Caucasian,Female,37,0,0,0,45,0,1,No recid.,No recid.
7952,Black,Male,31,0,0,1,28,1,6,No recid.,Did recid.
7953,Hispanic,Male,37,0,0,1,319,1,3,No recid.,No recid.
7955,Black,Male,23,0,0,3,169,1,7,Did recid.,Did recid.
7958,Caucasian,Male,58,0,0,5,283,0,2,No recid.,No recid.
7960,Caucasian,Female,62,0,0,1,128,0,1,Did recid.,No recid.
7962,Black,Female,41,0,0,0,18,1,1,No recid.,No recid.
7963,Hispanic,Male,33,0,0,0,45,0,1,No recid.,No recid.
7964,Black,Male,33,0,0,0,45,0,1,No recid.,No recid.
7966,Black,Male,33,4,0,12,112,1,10,Did recid.,Did recid.
7968,Black,Male,41,0,0,14,306,1,6,Did recid.,Did recid.
7969,Hispanic,Male,22,0,0,0,306,1,3,No recid.,No recid.
7971,Caucasian,Male,26,0,0,3,303,1,5,Did recid.,Did recid.
7972,Caucasian,Female,33,0,0,0,172,1,1,No recid.,No recid.
7973,Black,Male,25,0,0,0,160,0,6,No recid.,Did recid.
7974,Black,Male,37,0,0,0,45,0,1,Did recid.,No recid.
7975,Caucasian,Male,23,8,2,11,303,1,10,Did recid.,Did recid.
7976,Caucasian,Male,37,0,0,8,16,1,8,Did recid.,Did recid.
7977,Black,Male,21,0,0,0,45,0,9,No recid.,Did recid.
7979,Caucasian,Male,45,0,0,21,190,1,6,Did recid.,Did recid.
7981,Caucasian,Male,37,1,6,13,229,1,7,No recid.,Did recid.
7983,Black,Male,24,0,0,2,45,0,4,No recid.,No recid.
7985,Black,Male,35,0,0,0,319,1,4,No recid.,No recid.
7986,Black,Female,22,0,0,0,10,1,4,Did recid.,No recid.
7987,Caucasian,Male,29,4,1,10,58,1,9,Did recid.,Did recid.
7988,Black,Male,41,2,0,6,170,1,3,Did recid.,No recid.
7989,Black,Male,22,0,0,3,190,1,7,Did recid.,Did recid.
7991,Black,Male,34,2,1,5,127,0,7,No recid.,Did recid.
7992,Caucasian,Male,55,0,0,18,129,1,7,Did recid.,Did recid.
7993,Caucasian,Female,40,0,0,3,28,1,6,Did recid.,Did recid.
7994,Hispanic,Male,37,0,0,8,318,1,2,Did recid.,No recid.
7997,Black,Male,51,1,0,19,306,1,8,Did recid.,Did recid.
8000,Black,Female,26,0,0,1,10,1,3,Did recid.,No recid.
8002,Black,Male,46,0,0,2,45,0,7,No recid.,Did recid.
8003,Caucasian,Male,41,0,0,0,129,1,1,No recid.,No recid.
8004,Caucasian,Male,31,0,0,9,61,1,6,Did recid.,Did recid.
8007,Black,Male,25,0,0,2,382,1,9,No recid.,Did recid.
8008,Black,Male,27,0,0,1,149,0,5,No recid.,Did recid.
8009,Black,Male,31,1,1,13,268,1,9,Did recid.,Did recid.
8010,Caucasian,Male,23,0,0,0,128,0,4,No recid.,No recid.
8014,Black,Male,52,0,0,7,190,0,3,Did recid.,No recid.
8016,Black,Male,29,0,0,6,28,1,6,Did recid.,Did recid.
8018,Caucasian,Male,40,0,0,10,175,1,7,Did recid.,Did recid.
8019,Caucasian,Female,49,0,0,0,105,1,2,No recid.,No recid.
8021,Caucasian,Male,49,0,0,8,418,1,2,No recid.,No recid.
8022,Black,Male,24,0,0,3,287,1,5,Did recid.,Did recid.
8023,Black,Male,41,0,0,7,28,0,3,No recid.,No recid.
8024,Black,Female,27,0,0,3,45,0,5,Did recid.,Did recid.
8026,Black,Male,40,0,0,1,248,1,1,Did recid.,No recid.
8027,Caucasian,Male,47,0,0,0,45,0,1,Did recid.,No recid.
8028,Caucasian,Female,20,0,0,0,28,1,10,Did recid.,Did recid.
8030,Black,Male,21,0,0,2,217,0,8,Did recid.,Did recid.
8031,Black,Male,44,0,0,8,45,0,8,Did recid.,Did recid.
8032,Caucasian,Male,41,0,0,0,134,0,1,No recid.,No recid.
8035,Black,Male,31,0,1,5,45,0,9,Did recid.,Did recid.
8036,Hispanic,Male,42,0,0,1,128,0,1,No recid.,No recid.
8038,Black,Female,67,0,0,0,15,1,1,No recid.,No recid.
8039,Caucasian,Male,42,0,0,1,320,0,2,No recid.,No recid.
8040,Black,Male,25,0,0,0,28,1,3,No recid.,No recid.
8041,Hispanic,Male,27,0,0,6,129,1,4,Did recid.,No recid.
8042,Other,Male,43,0,0,2,45,0,1,No recid.,No recid.
8045,Caucasian,Male,23,0,0,6,297,1,9,Did recid.,Did recid.
8046,Black,Male,27,0,0,13,246,1,10,Did recid.,Did recid.
8047,Black,Male,23,0,1,2,280,1,2,No recid.,No recid.
8048,Caucasian,Male,33,0,0,2,306,1,3,No recid.,No recid.
8049,Caucasian,Male,41,0,0,0,45,0,1,No recid.,No recid.
8050,Caucasian,Female,31,0,0,1,28,1,2,No recid.,No recid.
8052,Black,Female,23,0,0,2,374,0,8,Did recid.,Did recid.
8053,Black,Male,21,0,0,2,190,1,7,Did recid.,Did recid.
8054,Black,Male,53,0,0,5,49,1,4,No recid.,No recid.
8056,Black,Male,36,0,0,1,128,0,1,No recid.,No recid.
8059,Caucasian,Male,58,0,0,10,127,0,3,No recid.,No recid.
8060,Caucasian,Male,62,0,0,0,303,1,1,No recid.,No recid.
8061,Caucasian,Male,25,0,0,4,159,1,6,No recid.,Did recid.
8062,Black,Male,51,0,0,15,268,1,8,Did recid.,Did recid.
8063,Caucasian,Male,46,0,0,2,28,1,2,No recid.,No recid.
8065,Black,Male,28,0,0,4,45,0,2,Did recid.,No recid.
8066,Caucasian,Male,24,0,0,2,172,1,3,Did recid.,No recid.
8068,Caucasian,Male,32,0,0,6,129,1,8,No recid.,Did recid.
8071,Caucasian,Male,56,0,0,13,45,0,4,No recid.,No recid.
8072,Black,Male,23,1,0,2,246,1,9,Did recid.,Did recid.
8075,Black,Male,25,0,0,1,28,1,3,No recid.,No recid.
8077,Black,Male,26,0,0,2,91,1,3,No recid.,No recid.
8078,Caucasian,Female,58,0,0,0,134,0,1,No recid.,No recid.
8081,Caucasian,Male,33,0,0,3,28,1,7,Did recid.,Did recid.
8082,Black,Male,59,0,0,8,28,1,8,Did recid.,Did recid.
8084,Caucasian,Male,44,0,0,5,28,1,2,No recid.,No recid.
8085,Black,Male,20,0,0,0,10,1,7,Did recid.,Did recid.
8087,Caucasian,Male,57,0,0,0,151,0,1,Did recid.,No recid.
8090,Caucasian,Male,37,0,0,1,28,1,2,Did recid.,No recid.
8091,Black,Male,43,0,0,0,129,1,1,Did recid.,No recid.
8093,Black,Female,36,0,0,1,10,0,5,No recid.,Did recid.
8094,Caucasian,Male,59,0,0,0,128,0,1,No recid.,No recid.
8095,Caucasian,Male,35,0,0,4,49,1,2,Did recid.,No recid.
8097,Black,Male,29,0,0,5,28,1,5,Did recid.,Did recid.
8098,Black,Female,21,0,0,0,45,0,5,No recid.,Did recid.
8099,Caucasian,Male,28,0,0,0,45,0,1,No recid.,No recid.
8100,Black,Male,34,0,0,5,423,0,3,Did recid.,No recid.
8104,Black,Female,42,0,0,16,336,1,6,No recid.,Did recid.
8105,Black,Male,21,0,2,3,209,1,9,Did recid.,Did recid.
8106,Black,Male,69,0,0,1,71,1,1,Did recid.,No recid.
8107,Caucasian,Female,49,0,0,1,208,0,1,No recid.,No recid.
8110,Caucasian,Female,24,0,0,0,45,0,5,No recid.,Did recid.
8111,Black,Male,27,0,0,4,268,1,8,Did recid.,Did recid.
8112,Black,Female,55,0,0,1,15,0,1,No recid.,No recid.
8113,Black,Male,19,1,2,3,28,1,10,Did recid.,Did recid.
8114,Black,Male,24,2,0,7,426,0,8,Did recid.,Did recid.
8115,Other,Male,39,0,0,1,142,0,1,No recid.,No recid.
8116,Caucasian,Male,21,0,0,1,28,1,4,No recid.,No recid.
8117,Caucasian,Male,28,0,0,0,280,1,6,Did recid.,Did recid.
8118,Black,Male,34,0,0,4,283,0,6,No recid.,Did recid.
8119,Black,Male,27,0,0,2,28,1,5,No recid.,Did recid.
8120,Black,Male,37,3,0,12,28,0,10,No recid.,Did recid.
8121,Black,Male,40,0,0,1,15,1,1,No recid.,No recid.
8124,Caucasian,Female,36,0,0,4,309,1,2,Did recid.,No recid.
8125,Caucasian,Male,23,0,0,0,303,1,4,No recid.,No recid.
8126,Black,Male,34,0,0,19,28,1,7,Did recid.,Did recid.
8129,Black,Male,27,0,0,5,306,1,9,Did recid.,Did recid.
8130,Black,Male,50,0,0,1,290,1,1,No recid.,No recid.
8132,Black,Male,22,0,1,1,246,1,5,No recid.,Did recid.
8133,Black,Male,43,0,0,1,169,1,6,Did recid.,Did recid.
8134,Caucasian,Male,29,0,0,0,327,0,7,Did recid.,Did recid.
8135,Hispanic,Female,50,0,0,1,28,1,2,Did recid.,No recid.
8136,Caucasian,Male,61,0,0,1,15,1,1,Did recid.,No recid.
8137,Black,Male,34,0,0,1,28,1,1,No recid.,No recid.
8138,Black,Male,56,0,0,1,28,1,1,No recid.,No recid.
8140,Black,Male,31,3,0,16,129,1,10,Did recid.,Did recid.
8141,Caucasian,Male,21,0,0,0,400,1,4,No recid.,No recid.
8142,Black,Male,23,0,0,1,268,1,5,Did recid.,Did recid.
8143,Other,Male,45,0,0,1,28,1,1,No recid.,No recid.
8145,Black,Male,24,0,0,1,283,0,8,Did recid.,Did recid.
8146,Black,Male,30,0,0,1,202,1,9,No recid.,Did recid.
8147,Black,Male,32,0,6,17,28,1,8,Did recid.,Did recid.
8148,Caucasian,Male,61,0,0,0,128,0,1,No recid.,No recid.
8149,Caucasian,Male,27,0,0,3,423,0,3,No recid.,No recid.
8150,Black,Female,27,0,0,2,239,0,5,No recid.,Did recid.
8151,Hispanic,Male,41,0,0,2,45,0,2,No recid.,No recid.
8153,Caucasian,Male,60,0,0,0,128,0,1,No recid.,No recid.
8154,Black,Male,23,0,0,1,94,0,8,No recid.,Did recid.
8155,Caucasian,Male,40,0,0,0,45,0,1,No recid.,No recid.
8157,Caucasian,Male,30,0,0,0,190,1,3,No recid.,No recid.
8160,Caucasian,Female,20,0,0,1,311,1,5,No recid.,Did recid.
8161,Black,Female,20,0,0,0,190,1,5,No recid.,Did recid.
8162,Asian,Male,48,0,0,0,15,1,2,No recid.,No recid.
8163,Black,Male,24,0,0,0,45,0,5,Did recid.,Did recid.
8164,Black,Male,30,0,0,5,45,0,3,No recid.,No recid.
8168,Black,Female,20,0,0,0,45,0,4,Did recid.,No recid.
8169,Black,Male,25,0,0,0,28,0,3,No recid.,No recid.
8171,Caucasian,Male,38,0,0,0,374,0,2,No recid.,No recid.
8172,Black,Male,29,0,0,0,71,1,2,Did recid.,No recid.
8173,Caucasian,Female,38,0,0,1,243,0,5,Did recid.,Did recid.
8174,Black,Male,27,0,0,1,186,1,2,No recid.,No recid.
8179,Caucasian,Male,21,0,0,0,45,0,4,Did recid.,No recid.
8182,Black,Male,24,0,0,1,159,1,7,No recid.,Did recid.
8183,Caucasian,Male,53,0,0,3,28,1,1,Did recid.,No recid.
8184,Caucasian,Male,36,0,0,4,190,1,2,Did recid.,No recid.
8185,Black,Male,64,0,0,8,28,0,4,Did recid.,No recid.
8187,Black,Male,23,0,0,0,296,0,10,Did recid.,Did recid.
8188,Caucasian,Male,26,0,0,3,45,0,10,No recid.,Did recid.
8189,Caucasian,Male,48,0,0,0,47,1,1,No recid.,No recid.
8190,Other,Male,27,0,0,6,306,1,4,Did recid.,No recid.
8191,Black,Male,21,0,0,0,49,1,4,No recid.,No recid.
8193,Black,Male,20,0,0,0,112,1,5,Did recid.,Did recid.
8195,Black,Male,37,0,0,17,337,0,9,No recid.,Did recid.
8196,Caucasian,Male,51,0,0,8,306,1,5,Did recid.,Did recid.
8197,Caucasian,Male,47,0,0,2,306,1,2,Did recid.,No recid.
8201,Caucasian,Male,29,0,0,2,341,0,9,Did recid.,Did recid.
8203,Black,Male,27,0,0,2,361,1,9,Did recid.,Did recid.
8204,Black,Male,45,1,0,16,306,1,7,No recid.,Did recid.
8205,Caucasian,Male,41,0,0,0,253,1,2,Did recid.,No recid.
8207,Caucasian,Male,31,0,0,3,45,0,2,Did recid.,No recid.
8209,Asian,Male,28,0,0,9,18,1,8,No recid.,Did recid.
8210,Black,Female,29,0,0,1,346,1,3,No recid.,No recid.
8211,Caucasian,Male,39,0,0,1,280,1,1,No recid.,No recid.
8212,Caucasian,Male,33,0,0,0,190,1,1,No recid.,No recid.
8214,Black,Female,21,0,1,1,418,1,6,Did recid.,Did recid.
8215,Asian,Male,48,0,0,0,423,0,1,No recid.,No recid.
8216,Black,Male,27,0,0,3,28,0,3,No recid.,No recid.
8217,Hispanic,Male,24,0,0,0,212,1,5,No recid.,Did recid.
8218,Caucasian,Female,24,0,0,0,45,0,3,No recid.,No recid.
8219,Black,Male,29,0,0,3,45,0,3,Did recid.,No recid.
8220,Hispanic,Male,33,0,0,3,28,1,2,No recid.,No recid.
8222,Caucasian,Male,21,0,0,0,418,1,5,Did recid.,Did recid.
8223,Caucasian,Female,31,0,0,14,297,1,10,No recid.,Did recid.
8224,Hispanic,Male,32,0,0,1,17,1,1,No recid.,No recid.
8225,Caucasian,Male,62,0,0,0,133,0,1,No recid.,No recid.
8226,Caucasian,Male,39,0,0,3,129,1,6,Did recid.,Did recid.
8230,Caucasian,Male,56,0,0,2,45,0,3,No recid.,No recid.
8231,Black,Male,28,0,0,6,126,1,1,No recid.,No recid.
8232,Black,Female,26,0,0,6,28,1,6,Did recid.,Did recid.
8235,Black,Male,24,0,0,5,372,1,9,Did recid.,Did recid.
8236,Hispanic,Male,51,0,0,0,133,0,1,No recid.,No recid.
8237,Hispanic,Male,51,0,0,1,229,1,3,No recid.,No recid.
8239,Black,Male,28,0,0,7,190,1,10,No recid.,Did recid.
8240,Black,Female,36,0,0,1,45,0,2,No recid.,No recid.
8242,Hispanic,Male,39,0,0,0,15,1,1,No recid.,No recid.
8245,Caucasian,Female,38,0,0,0,45,0,1,No recid.,No recid.
8247,Black,Male,23,0,0,1,190,1,2,No recid.,No recid.
8248,Caucasian,Male,28,0,0,5,45,0,7,Did recid.,Did recid.
8249,Caucasian,Female,29,0,0,7,28,1,6,Did recid.,Did recid.
8250,Black,Male,20,4,2,6,28,1,10,Did recid.,Did recid.
8251,Other,Female,38,0,0,0,280,1,1,No recid.,No recid.
8253,Black,Male,29,0,0,0,45,0,3,No recid.,No recid.
8254,Asian,Female,34,0,0,1,74,1,1,No recid.,No recid.
8256,Black,Male,29,0,0,11,129,1,3,Did recid.,No recid.
8257,Black,Male,34,0,0,8,45,0,7,No recid.,Did recid.
8258,Black,Male,26,0,0,6,55,1,7,Did recid.,Did recid.
8259,Black,Male,58,0,0,0,169,1,1,No recid.,No recid.
8260,Hispanic,Male,37,0,0,6,28,1,5,Did recid.,Did recid.
8261,Black,Male,23,0,0,1,28,1,8,No recid.,Did recid.
8262,Caucasian,Male,48,0,0,0,242,0,6,Did recid.,Did recid.
8263,Black,Male,61,0,0,9,28,1,2,No recid.,No recid.
8264,Black,Male,30,0,0,1,49,1,3,Did recid.,No recid.
8265,Black,Male,44,0,0,0,342,1,3,No recid.,No recid.
8266,Black,Male,26,0,0,3,28,1,7,No recid.,Did recid.
8267,Black,Male,46,0,0,3,371,1,3,Did recid.,No recid.
8268,Caucasian,Male,36,0,0,5,129,1,3,No recid.,No recid.
8269,Black,Female,29,0,1,11,28,1,9,Did recid.,Did recid.
8277,Other,Female,23,0,0,0,45,0,6,No recid.,Did recid.
8278,Black,Male,53,0,0,3,18,1,6,Did recid.,Did recid.
8279,Other,Male,33,0,0,5,28,1,3,No recid.,No recid.
8280,Black,Male,35,0,0,8,45,0,6,No recid.,Did recid.
8281,Caucasian,Female,39,0,0,3,28,1,3,No recid.,No recid.
8282,Hispanic,Male,21,1,0,1,169,1,8,Did recid.,Did recid.
8283,Caucasian,Female,26,0,0,2,329,1,6,Did recid.,Did recid.
8284,Black,Male,26,1,0,10,28,1,9,Did recid.,Did recid.
8285,Black,Male,28,0,0,8,45,0,6,Did recid.,Did recid.
8287,Caucasian,Female,21,0,3,3,45,0,7,Did recid.,Did recid.
8288,Black,Male,37,0,0,8,28,1,5,No recid.,Did recid.
8289,Caucasian,Male,29,0,0,1,190,1,6,No recid.,Did recid.
8290,Black,Male,22,1,0,12,306,1,10,Did recid.,Did recid.
8291,Black,Male,59,0,0,4,28,0,1,No recid.,No recid.
8292,Black,Male,28,0,8,12,306,1,10,Did recid.,Did recid.
8294,Caucasian,Female,56,0,0,0,45,0,1,No recid.,No recid.
8296,Caucasian,Female,32,0,0,2,127,0,6,No recid.,Did recid.
8298,Caucasian,Male,30,0,0,0,303,1,2,No recid.,No recid.
8299,Black,Male,27,0,0,2,28,1,4,No recid.,No recid.
8301,Other,Male,29,0,0,0,6,1,2,No recid.,No recid.
8303,Black,Male,24,0,0,1,28,1,4,No recid.,No recid.
8304,Caucasian,Female,27,0,0,6,186,1,10,No recid.,Did recid.
8306,Black,Male,43,0,0,15,337,0,9,Did recid.,Did recid.
8307,Black,Female,53,0,0,5,413,1,6,No recid.,Did recid.
8308,Black,Male,27,1,0,6,203,1,7,Did recid.,Did recid.
8309,Black,Male,26,0,1,6,28,0,5,No recid.,Did recid.
8311,Caucasian,Female,24,0,0,1,28,1,6,No recid.,Did recid.
8312,Black,Male,30,0,0,0,280,1,6,No recid.,Did recid.
8313,Other,Male,56,0,0,6,306,1,2,Did recid.,No recid.
8314,Black,Male,26,0,0,4,129,1,9,No recid.,Did recid.
8315,Black,Male,24,2,1,3,45,0,6,Did recid.,Did recid.
8316,Hispanic,Male,30,0,0,6,409,0,3,Did recid.,No recid.
8317,Hispanic,Male,37,0,0,4,81,1,5,No recid.,Did recid.
8318,Black,Male,54,0,0,4,28,1,1,No recid.,No recid.
8319,Hispanic,Male,23,0,0,0,28,1,5,Did recid.,Did recid.
8320,Other,Male,25,0,0,1,99,1,4,Did recid.,No recid.
8321,Black,Female,48,0,0,18,28,1,6,Did recid.,Did recid.
8322,Black,Female,36,0,0,13,306,1,9,Did recid.,Did recid.
8325,Black,Male,21,0,0,1,190,1,10,Did recid.,Did recid.
8326,Caucasian,Male,26,0,0,10,28,1,5,Did recid.,Did recid.
8328,Caucasian,Male,26,0,0,10,127,0,8,Did recid.,Did recid.
8340,Caucasian,Male,45,0,0,0,169,1,1,No recid.,No recid.
8341,Caucasian,Male,47,0,0,1,45,0,5,No recid.,Did recid.
8343,Hispanic,Male,30,0,0,7,303,1,8,Did recid.,Did recid.
8344,Black,Male,41,2,0,14,28,0,8,Did recid.,Did recid.
8347,Caucasian,Male,50,0,0,1,28,1,2,No recid.,No recid.
8348,Caucasian,Male,57,0,0,3,182,0,1,No recid.,No recid.
8349,Black,Male,31,0,0,2,190,1,1,No recid.,No recid.
8350,Black,Male,21,0,0,0,418,1,7,Did recid.,Did recid.
8353,Black,Female,28,1,0,1,45,0,4,Did recid.,No recid.
8354,Caucasian,Male,29,1,0,9,379,1,8,Did recid.,Did recid.
8355,Black,Male,28,0,0,2,246,1,4,No recid.,No recid.
8356,Caucasian,Female,25,0,0,1,24,0,4,Did recid.,No recid.
8357,Black,Male,22,0,0,0,190,1,3,Did recid.,No recid.
8358,Black,Female,21,0,0,0,418,1,6,No recid.,Did recid.
8359,Caucasian,Male,48,0,0,0,190,1,8,Did recid.,Did recid.
8360,Black,Male,25,0,0,4,65,1,9,Did recid.,Did recid.
8361,Black,Male,37,0,0,7,379,1,7,No recid.,Did recid.
8362,Caucasian,Male,31,0,0,5,379,1,6,Did recid.,Did recid.
8364,Other,Male,56,0,0,0,45,0,1,No recid.,No recid.
8365,Black,Male,24,0,0,0,128,0,3,No recid.,No recid.
8367,Black,Male,30,0,0,15,218,1,10,Did recid.,Did recid.
8369,Caucasian,Male,47,0,0,5,134,0,2,No recid.,No recid.
8373,Caucasian,Male,66,0,0,2,423,0,3,No recid.,No recid.
8375,Black,Male,51,0,0,21,28,1,8,Did recid.,Did recid.
8378,Caucasian,Male,64,0,0,8,190,1,10,Did recid.,Did recid.
8379,Asian,Male,76,0,0,0,16,1,1,No recid.,No recid.
8380,Caucasian,Female,28,0,0,3,64,1,6,Did recid.,Did recid.
8381,Black,Male,35,0,0,1,45,0,4,No recid.,No recid.
8382,Other,Male,44,0,0,6,172,1,1,Did recid.,No recid.
8384,Black,Female,39,0,0,3,30,1,3,No recid.,No recid.
8385,Hispanic,Male,38,1,0,7,169,1,7,Did recid.,Did recid.
8386,Black,Male,24,0,0,0,186,1,5,No recid.,Did recid.
8389,Caucasian,Male,27,0,0,4,336,1,9,No recid.,Did recid.
8390,Caucasian,Male,36,0,0,0,306,1,3,No recid.,No recid.
8392,Hispanic,Male,20,0,0,0,85,1,6,Did recid.,Did recid.
8394,Black,Male,21,0,0,0,49,1,3,Did recid.,No recid.
8396,Black,Male,27,0,0,7,28,1,10,Did recid.,Did recid.
8399,Black,Male,28,0,1,18,306,1,9,Did recid.,Did recid.
8400,Hispanic,Male,52,0,0,0,45,0,1,Did recid.,No recid.
8401,Caucasian,Male,39,0,0,16,28,1,9,Did recid.,Did recid.
8403,Black,Male,19,0,0,0,336,1,4,Did recid.,No recid.
8404,Caucasian,Male,46,0,0,1,28,1,1,No recid.,No recid.
8405,Black,Male,40,0,0,2,172,1,4,No recid.,No recid.
8406,Caucasian,Male,30,0,0,5,190,1,8,Did recid.,Did recid.
8407,Caucasian,Male,28,0,0,0,222,1,3,Did recid.,No recid.
8408,Caucasian,Male,27,0,0,0,45,0,2,No recid.,No recid.
8409,Hispanic,Male,23,0,0,3,306,1,7,Did recid.,Did recid.
8410,Black,Male,33,2,0,8,169,1,10,Did recid.,Did recid.
8411,Black,Male,25,0,0,7,28,1,6,No recid.,Did recid.
8413,Black,Male,25,0,0,3,100,1,5,Did recid.,Did recid.
8415,Caucasian,Male,33,0,0,4,60,1,6,No recid.,Did recid.
8416,Black,Female,24,0,0,0,112,1,3,No recid.,No recid.
8418,Caucasian,Male,44,0,0,0,129,1,7,No recid.,Did recid.
8419,Black,Male,44,0,0,0,176,1,1,No recid.,No recid.
8421,Black,Female,23,0,0,0,45,0,7,No recid.,Did recid.
8422,Caucasian,Female,31,0,0,2,64,1,8,Did recid.,Did recid.
8423,Black,Male,27,0,0,0,97,1,2,No recid.,No recid.
8424,Caucasian,Female,26,0,0,1,319,1,8,Did recid.,Did recid.
8425,Black,Male,57,0,0,16,45,0,5,Did recid.,Did recid.
8426,Caucasian,Male,55,0,0,0,47,1,1,No recid.,No recid.
8427,Hispanic,Male,67,0,0,0,28,0,1,Did recid.,No recid.
8428,Caucasian,Female,36,0,0,7,175,1,6,Did recid.,Did recid.
8429,Hispanic,Male,45,0,0,6,28,1,6,No recid.,Did recid.
8432,Black,Male,30,0,0,18,239,0,9,Did recid.,Did recid.
8434,Black,Male,34,0,0,0,306,1,8,Did recid.,Did recid.
8435,Black,Male,24,0,0,1,28,1,2,No recid.,No recid.
8436,Other,Male,21,0,0,0,39,1,5,Did recid.,Did recid.
8437,Black,Male,42,0,0,7,129,1,1,No recid.,No recid.
8438,Caucasian,Female,34,0,0,12,306,1,10,Did recid.,Did recid.
8439,Hispanic,Male,30,0,0,3,128,0,4,No recid.,No recid.
8440,Caucasian,Male,40,0,0,6,71,1,4,No recid.,No recid.
8445,Hispanic,Male,24,0,0,1,28,1,8,No recid.,Did recid.
8446,Asian,Male,24,0,0,4,28,1,6,Did recid.,Did recid.
8447,Other,Male,30,0,0,13,110,1,9,Did recid.,Did recid.
8448,Black,Male,30,0,0,4,306,1,3,No recid.,No recid.
8449,Caucasian,Male,31,0,0,3,45,0,3,Did recid.,No recid.
8450,Caucasian,Male,33,0,0,2,28,1,3,Did recid.,No recid.
8452,Caucasian,Male,27,0,0,1,45,0,3,No recid.,No recid.
8453,Hispanic,Male,22,0,0,0,28,1,2,Did recid.,No recid.
8456,Black,Male,37,0,0,3,45,0,3,No recid.,No recid.
8457,Black,Male,25,0,0,1,317,1,2,No recid.,No recid.
8458,Caucasian,Male,45,0,0,2,28,1,1,No recid.,No recid.
8461,Hispanic,Male,22,0,0,1,28,1,2,Did recid.,No recid.
